date,fitbit,moves,comibined,activecat,year,month,day
8/4/14,11553,8251,11553,4,2014,8,1
8/5/14,13275,11869,13275,5,2014,8,2
8/6/14,10382,8092,10382,4,2014,8,3
8/7/14,13742,12631,13742,5,2014,8,4
8/8/14,13095,12493,13095,5,2014,8,5
8/9/14,6764,6123,6764,2,2014,8,6
8/10/14,14965,13503,14965,5,2014,8,7
8/11/14,11096,9909,11096,4,2014,8,1
8/12/14,12670,11770,12670,5,2014,8,2
8/13/14,20819,19437,20819,5,2014,8,3
8/14/14,8174,7122,8174,3,2014,8,4
8/15/14,13632,11645,13632,5,2014,8,5
8/16/14,3919,2615,3919,1,2014,8,6
8/17/14,13259,7716,13259,5,2014,8,7
8/18/14,11492,9233,11492,4,2014,8,1
8/19/14,15866,5490,15866,5,2014,8,2
8/20/14,7928,,7928,3,2014,8,3
8/21/14,9724,8013,9724,3,2014,8,4
8/22/14,20127,18329,20127,5,2014,8,5
8/23/14,28413,23127,28413,5,2014,8,6
8/24/14,10321,7287,10321,4,2014,8,7
8/25/14,11392,9360,11392,4,2014,8,1
8/26/14,10000,9360,10000,4,2014,8,2
8/27/14,10544,8770,10544,4,2014,8,3
8/28/14,3934,2564,3934,1,2014,8,4
8/29/14,2794,1771,2794,1,2014,8,5
8/30/14,8804,7622,8804,3,2014,8,6
8/31/14,13756,12794,13756,5,2014,8,7
9/1/14,14195,12689,14195,5,2014,9,1
9/2/14,4416,2905,4416,1,2014,9,2
9/3/14,14945,12903,14945,5,2014,9,3
9/4/14,11652,10726,11652,4,2014,9,4
9/5/14,4899,4549,4899,1,2014,9,5
9/6/14,2511,1827,2511,1,2014,9,6
9/7/14,1742,1294,1742,1,2014,9,7
9/8/14,4534,3011,4534,1,2014,9,1
9/9/14,11039,8830,11039,4,2014,9,2
9/10/14,11517,10135,11517,4,2014,9,3
9/11/14,9170,8656,9170,3,2014,9,4
9/12/14,14582,13628,14582,5,2014,9,5
9/13/14,12676,1116,12676,5,2014,9,6
9/14/14,16573,14173,16573,5,2014,9,7
9/15/14,28016,26297,28016,5,2014,9,1
9/16/14,5486,4134,5486,2,2014,9,2
9/17/14,19296,18020,19296,5,2014,9,3
9/18/14,11640,9481,11640,4,2014,9,4
9/19/14,6469,5122,6469,2,2014,9,5
9/20/14,15718,14411,15718,5,2014,9,6
9/21/14,29233,24044,29233,5,2014,9,7
9/22/14,8482,7361,8482,3,2014,9,1
9/23/14,10798,9816,10798,4,2014,9,2
9/24/14,19638,18160,19638,5,2014,9,3
9/25/14,7795,5884,7795,3,2014,9,4
9/26/14,15263,13792,15263,5,2014,9,5
9/27/14,12688,350,12688,5,2014,9,6
9/28/14,24036,,24036,5,2014,9,7
9/29/14,19883,680,19883,5,2014,9,1
9/30/14,6785,5667,6785,2,2014,9,2
10/1/14,5770,5422,5770,2,2014,10,3
10/2/14,9712,8891,9712,3,2014,10,4
10/3/14,5390,3662,5390,2,2014,10,5
10/4/14,8926,6930,8926,3,2014,10,6
10/5/14,11137,9800,11137,4,2014,10,7
10/6/14,7613,7012,7613,3,2014,10,1
10/7/14,11904,12179,11904,4,2014,10,2
10/8/14,1526,813,1526,1,2014,10,3
10/9/14,5074,2847,5074,2,2014,10,4
10/10/14,6570,5434,6570,2,2014,10,5
10/11/14,9775,7942,9775,3,2014,10,6
10/12/14,11067,8175,11067,4,2014,10,7
10/13/14,14748,10312,14748,5,2014,10,1
10/14/14,5765,4276,5765,2,2014,10,2
10/15/14,10618,9732,10618,4,2014,10,3
10/16/14,12507,11079,12507,5,2014,10,4
10/17/14,12176,7767,12176,4,2014,10,5
10/18/14,19432,17526,19432,5,2014,10,6
10/19/14,19303,17581,19303,5,2014,10,7
10/20/14,9465,3808,9465,3,2014,10,1
10/21/14,14220,8075,14220,5,2014,10,2
10/22/14,7781,4017,7781,3,2014,10,3
10/23/14,16517,12631,16517,5,2014,10,4
10/24/14,8890,6074,8890,3,2014,10,5
10/25/14,7416,6213,7416,2,2014,10,6
10/26/14,5388,4127,5388,2,2014,10,7
10/27/14,8088,4189,8088,3,2014,10,1
10/28/14,15726,4095,15726,5,2014,10,2
10/29/14,7136,3574,7136,2,2014,10,3
10/30/14,11432,8404,11432,4,2014,10,4
10/31/14,8885,5067,8885,3,2014,10,5
11/1/14,17343,15469,17343,5,2014,11,6
11/2/14,17622,16215,17622,5,2014,11,7
11/3/14,8726,5119,8726,3,2014,11,1
11/4/14,15707,12358,15707,5,2014,11,2
11/5/14,13750,9127,13750,5,2014,11,3
11/6/14,11051,8263,11051,4,2014,11,4
11/7/14,13465,10810,13465,5,2014,11,5
11/8/14,27175,23685,27175,5,2014,11,6
11/9/14,7949,5826,7949,3,2014,11,7
11/10/14,4536,3551,4536,1,2014,11,1
11/11/14,4241,2259,4241,1,2014,11,2
11/12/14,5935,5495,5935,2,2014,11,3
11/13/14,4967,4291,4967,1,2014,11,4
11/14/14,12135,11659,12135,4,2014,11,5
11/15/14,5215,3974,5215,2,2014,11,6
11/16/14,5202,5161,5202,2,2014,11,7
11/17/14,7581,4020,7581,3,2014,11,1
11/18/14,11168,7409,11168,4,2014,11,2
11/19/14,7620,3051,7620,3,2014,11,3
11/20/14,6518,3725,6518,2,2014,11,4
11/21/14,7760,4871,7760,3,2014,11,5
11/22/14,16003,2004,16003,5,2014,11,6
11/23/14,6455,4653,6455,2,2014,11,7
11/24/14,14215,11983,14215,5,2014,11,1
11/25/14,8413,5040,8413,3,2014,11,2
11/26/14,16145,12411,16145,5,2014,11,3
11/27/14,4541,2767,4541,1,2014,11,4
11/28/14,3493,2577,3493,1,2014,11,5
11/29/14,9475,8208,9475,3,2014,11,6
11/30/14,14772,13163,14772,5,2014,11,7
12/1/14,7298,5346,7298,2,2014,12,1
12/2/14,5931,4632,5931,2,2014,12,2
12/3/14,5186,4647,5186,2,2014,12,3
12/4/14,3851,1985,3851,1,2014,12,4
12/5/14,5434,4550,5434,2,2014,12,5
12/6/14,4046,3340,4046,1,2014,12,6
12/7/14,4737,3060,4737,1,2014,12,7
12/8/14,7893,5785,7893,3,2014,12,1
12/9/14,13182,10950,13182,5,2014,12,2
12/10/14,6903,2965,6903,2,2014,12,3
12/11/14,5757,4430,5757,2,2014,12,4
12/12/14,1608,741,1608,1,2014,12,5
12/13/14,6476,4727,6476,2,2014,12,6
12/14/14,3156,3332,3156,1,2014,12,7
12/15/14,6939,2105,6939,2,2014,12,1
12/16/14,5669,4658,5669,2,2014,12,2
12/17/14,6359,4954,6359,2,2014,12,3
12/18/14,6777,5871,6777,2,2014,12,4
12/19/14,4191,2593,4191,1,2014,12,5
12/20/14,5713,4881,5713,2,2014,12,6
12/21/14,8747,8336,8747,3,2014,12,7
12/22/14,8523,1972,8523,3,2014,12,1
12/23/14,10267,10066,10267,4,2014,12,2
12/24/14,13102,10694,13102,5,2014,12,3
12/25/14,2948,2394,2948,1,2014,12,4
12/26/14,10828,8984,10828,4,2014,12,5
12/27/14,5309,2187,5309,2,2014,12,6
12/28/14,13118,10112,13118,5,2014,12,7
12/29/14,9133,7691,9133,3,2014,12,1
12/30/14,4375,2757,4375,1,2014,12,2
12/31/14,3176,2624,3176,1,2014,12,3
1/1/15,3196,1916,3196,1,2015,1,4
1/2/15,5936,5375,5936,2,2015,1,5
1/3/15,4595,3561,4595,1,2015,1,6
1/4/15,4392,2304,4392,1,2015,1,7
1/5/15,7661,3440,7661,3,2015,1,1
1/6/15,3394,2354,3394,1,2015,1,2
1/7/15,3750,2556,3750,1,2015,1,3
1/8/15,3839,2580,3839,1,2015,1,4
1/9/15,4601,1407,4601,1,2015,1,5
1/10/15,3977,2839,3977,1,2015,1,6
1/11/15,4603,3178,4603,1,2015,1,7
1/12/15,5037,4552,5037,2,2015,1,1
1/13/15,6547,2053,6547,2,2015,1,2
1/14/15,9876,7203,9876,3,2015,1,3
1/15/15,10001,9500,10001,4,2015,1,4
1/16/15,7906,7031,7906,3,2015,1,5
1/17/15,6383,2884,6383,2,2015,1,6
1/18/15,6910,5084,6910,2,2015,1,7
1/19/15,11591,7915,11591,4,2015,1,1
1/20/15,10524,7162,10524,4,2015,1,2
1/21/15,11652,7992,11652,4,2015,1,3
1/22/15,11044,8807,11044,4,2015,1,4
1/23/15,10035,5014,10035,4,2015,1,5
1/24/15,10643,9343,10643,4,2015,1,6
1/25/15,11786,10597,11786,4,2015,1,7
1/26/15,11175,8686,11175,4,2015,1,1
1/27/15,11361,10859,11361,4,2015,1,2
1/28/15,11751,9157,11751,4,2015,1,3
1/29/15,14051,9808,14051,5,2015,1,4
1/30/15,11925,5591,11925,4,2015,1,5
1/31/15,15372,11859,15372,5,2015,1,6
2/1/15,10425,6972,10425,4,2015,2,7
2/2/15,10709,9404,10709,4,2015,2,1
2/3/15,13735,11053,13735,5,2015,2,2
2/4/15,11889,10230,11889,4,2015,2,3
2/5/15,10790,9875,10790,4,2015,2,4
2/6/15,14829,13683,14829,5,2015,2,5
2/7/15,12626,9350,12626,5,2015,2,6
2/8/15,28403,27904,28403,5,2015,2,7
2/9/15,10107,8995,10107,4,2015,2,1
2/10/15,10432,5864,10432,4,2015,2,2
2/11/15,11128,7757,11128,4,2015,2,3
2/12/15,16726,14786,16726,5,2015,2,4
2/13/15,14524,8188,14524,5,2015,2,5
2/14/15,10194,9099,10194,4,2015,2,6
2/15/15,15078,12807,15078,5,2015,2,7
2/16/15,11087,7295,11087,4,2015,2,1
2/17/15,13400,5966,13400,5,2015,2,2
2/18/15,10365,6798,10365,4,2015,2,3
2/19/15,10721,8219,10721,4,2015,2,4
2/20/15,10063,8264,10063,4,2015,2,5
2/21/15,8102,6315,8102,3,2015,2,6
2/22/15,8109,6972,8109,3,2015,2,7
2/23/15,10182,5681,10182,4,2015,2,1
2/24/15,6107,5588,6107,2,2015,2,2
2/25/15,13058,11347,13058,5,2015,2,3
2/26/15,7232,3545,7232,2,2015,2,4
2/27/15,12050,11909,12050,4,2015,2,5
2/28/15,10005,8399,10005,4,2015,2,6
,,,,,,,
,,,,,,,
